"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"12.06.2023","232,71","232,19","233,14","231,59","356,20K","0,55%"
"09.06.2023","231,44","232,64","233,50","231,30","249,02K","-0,18%"
"07.06.2023","231,85","232,17","233,10","231,25","207,09K","-0,28%"
"06.06.2023","232,49","233,08","233,65","231,21","178,92K","-0,03%"
"05.06.2023","232,55","233,82","234,36","232,09","228,60K","-0,62%"
"02.06.2023","234,00","233,19","235,04","231,90","334,18K","0,26%"
"01.06.2023","233,40","233,50","234,27","231,90","418,92K","0,06%"
"31.05.2023","233,25","234,11","236,20","233,25","440,30K","-0,32%"
"30.05.2023","234,00","235,33","236,16","233,74","360,25K","0,26%"
"29.05.2023","233,39","231,59","233,39","231,01","134,93K","0,77%"
"26.05.2023","231,60","230,21","232,55","230,01","513,48K","0,26%"
"25.05.2023","231,00","228,30","231,36","227,46","792,82K","2,52%"
"24.05.2023","225,32","225,48","225,92","224,18","413,02K","-1,09%"
"23.05.2023","227,80","230,04","230,14","227,28","773,89K","-1,09%"
"22.05.2023","230,30","230,69","230,97","229,27","428,60K","-0,51%"
"19.05.2023","231,49","230,84","232,48","230,00","583,77K","0,42%"
"18.05.2023","230,53","227,03","230,53","227,03","572,03K","1,69%"
"17.05.2023","226,70","225,02","226,70","224,52","468,36K","0,98%"
"16.05.2023","224,50","223,54","225,47","222,59","657,16K","0,45%"
"15.05.2023","223,50","223,96","224,63","222,99","583,93K","-0,22%"
"12.05.2023","224,00","225,09","225,53","222,67","580,68K","-0,44%"
"11.05.2023","225,00","226,15","227,03","224,16","964,23K","-0,31%"
"10.05.2023","225,70","226,87","227,13","224,03","670,01K","-0,55%"
"09.05.2023","226,95","228,47","228,50","225,98","654,19K","-0,85%"
"08.05.2023","228,90","226,03","229,31","225,78","698,94K","1,29%"
"06.05.2023","225,99","225,99","225,99","225,99","","0,17%"
"05.05.2023","225,60","225,21","225,90","223,83","857,56K","0,85%"
"04.05.2023","223,70","224,78","225,50","223,39","686,09K","-0,84%"
"03.05.2023","225,59","229,38","229,99","225,35","856,82K","-1,75%"
"02.05.2023","229,60","230,38","230,65","227,46","524,07K","-0,07%"
"28.04.2023","229,75","227,26","230,07","227,18","425,87K","0,99%"
"27.04.2023","227,50","226,45","227,50","225,33","549,18K","0,22%"
"26.04.2023","227,00","228,28","228,76","225,84","403,75K","-0,65%"
"25.04.2023","228,49","229,18","230,54","227,68","701,65K","-0,87%"
"24.04.2023","230,50","230,60","231,92","229,60","275,31K","-0,07%"
"20.04.2023","230,67","230,42","230,80","229,21","561,72K","-1,00%"
"19.04.2023","233,00","229,00","233,00","228,05","1,18M","2,31%"
"18.04.2023","227,75","227,40","228,95","227,05","915,86K","0,73%"
"17.04.2023","226,11","224,98","226,13","223,90","263,17K","0,94%"
"14.04.2023","224,00","224,86","227,08","223,71","431,89K","-0,44%"
"13.04.2023","225,00","222,60","225,69","221,78","288,28K","1,15%"
"12.04.2023","222,45","226,65","226,95","222,45","572,24K","-1,85%"
"11.04.2023","226,65","227,51","227,82","225,70","363,21K","-1,03%"
"10.04.2023","229,00","228,64","229,67","228,02","241,98K","0,43%"
"06.04.2023","228,01","228,00","229,14","226,98","641,72K","0,16%"
"05.04.2023","227,65","228,41","228,55","226,07","1,95M","-0,93%"
"04.04.2023","229,78","230,71","230,98","229,22","506,11K","-0,40%"
"03.04.2023","230,70","229,06","230,77","228,56","339,24K","0,41%"
"31.03.2023","229,75","228,10","229,75","227,10","994,12K","0,86%"
"30.03.2023","227,80","228,18","230,15","226,90","777,92K","-0,04%"
"29.03.2023","227,88","227,85","228,60","226,75","504,58K","0,59%"
"28.03.2023","226,55","227,57","227,77","224,80","671,37K","-0,94%"
"27.03.2023","228,70","230,60","231,43","228,61","641,66K","-0,83%"
"24.03.2023","230,61","230,68","230,80","227,69","539,80K","0,05%"
"23.03.2023","230,50","228,20","232,92","228,02","718,21K","1,23%"
"22.03.2023","227,71","232,14","233,32","227,71","686,40K","-1,89%"
"21.03.2023","232,10","230,43","232,10","229,46","557,00K","1,24%"
"20.03.2023","229,25","227,37","229,25","226,37","461,75K","1,44%"
"17.03.2023","226,00","228,65","229,72","226,00","574,53K","-1,62%"
"16.03.2023","229,72","226,68","230,31","225,63","734,06K","0,89%"
"15.03.2023","227,70","224,94","227,70","224,27","549,70K","0,09%"
"14.03.2023","227,50","225,02","228,08","224,80","616,29K","1,21%"
"13.03.2023","224,78","222,47","225,50","220,90","696,76K","0,80%"
"10.03.2023","223,00","224,00","225,42","221,23","691,46K","-0,27%"
"09.03.2023","223,60","225,50","227,31","222,40","588,02K","-1,48%"
"08.03.2023","226,95","227,58","227,75","224,73","553,02K","-1,07%"
"07.03.2023","229,40","231,50","231,95","227,96","516,94K","-0,91%"
"06.03.2023","231,50","232,20","233,47","230,46","552,83K","-0,48%"
"03.03.2023","232,62","228,58","232,62","228,57","412,98K","1,80%"
"02.03.2023","228,51","226,13","229,12","225,51","522,71K","0,87%"
"01.03.2023","226,55","228,24","228,49","225,50","476,56K","-1,20%"
"28.02.2023","229,30","229,20","230,34","227,58","548,61K","0,09%"
"27.02.2023","229,09","228,27","229,87","227,56","590,85K","0,04%"
"24.02.2023","229,00","226,73","229,00","225,24","552,75K","0,44%"
"23.02.2023","228,00","227,67","228,53","224,54","588,24K","0,00%"
"22.02.2023","228,00","228,99","230,65","226,40","594,82K","-2,15%"
"17.02.2023","233,00","234,00","234,30","230,33","475,51K","-1,04%"
"16.02.2023","235,45","239,00","239,09","235,40","779,88K","-1,90%"
"15.02.2023","240,00","236,52","240,00","235,26","722,65K","1,48%"
"14.02.2023","236,50","235,21","237,44","233,03","930,53K","0,42%"
"13.02.2023","235,50","234,49","235,61","233,03","873,41K","1,95%"
"10.02.2023","231,00","235,04","236,45","231,00","750,50K","-2,12%"
"09.02.2023","236,00","237,89","240,95","236,00","1,29M","0,13%"
"08.02.2023","235,70","236,94","238,29","235,18","995,69K","-1,55%"
"07.02.2023","239,42","233,00","239,42","232,90","902,24K","2,71%"
"06.02.2023","233,10","233,47","236,00","232,90","847,05K","-2,47%"
"03.02.2023","239,00","231,90","239,00","231,15","1,25M","3,28%"
"02.02.2023","231,42","228,29","232,57","225,70","662,51K","0,62%"
"01.02.2023","230,00","227,13","230,39","225,85","1,05M","0,79%"
"31.01.2023","228,20","226,14","228,20","224,95","998,04K","0,53%"
"30.01.2023","227,00","226,49","228,00","226,01","886,82K","-1,12%"
"27.01.2023","229,56","225,60","230,15","225,29","745,27K","1,15%"
"26.01.2023","226,95","226,51","227,21","224,16","840,30K","1,00%"
"25.01.2023","224,70","224,21","224,82","220,50","756,54K","-1,27%"
"24.01.2023","227,60","228,32","228,63","226,53","985,45K","-1,28%"
"23.01.2023","230,55","227,06","230,87","226,89","786,85K","1,07%"
"20.01.2023","228,10","223,33","228,10","223,26","783,97K","2,52%"
"19.01.2023","222,50","223,59","224,38","222,45","722,46K","-0,89%"
"18.01.2023","224,50","224,37","224,87","222,70","593,84K","-0,22%"
"17.01.2023","225,00","225,36","226,21","223,97","614,65K","-1,32%"
"16.01.2023","228,00","224,19","228,00","223,77","317,35K","1,40%"
"13.01.2023","224,85","223,49","224,85","221,35","759,47K","0,27%"
"12.01.2023","224,25","225,65","226,60","222,39","814,34K","-0,86%"
"11.01.2023","226,20","225,17","226,20","224,01","735,66K","0,31%"
"10.01.2023","225,50","224,77","225,50","223,10","697,78K","0,02%"
"09.01.2023","225,45","226,99","229,89","225,19","490,16K","0,42%"
"06.01.2023","224,50","223,36","225,00","222,09","532,13K","-0,17%"
"05.01.2023","224,88","228,28","228,50","224,00","669,89K","-3,07%"
"04.01.2023","232,00","229,77","232,28","228,61","1,00M","0,65%"
"03.01.2023","230,50","227,50","230,50","225,87","841,14K","1,32%"
"02.01.2023","227,50","225,53","227,50","224,56","129,95K","1,11%"
"29.12.2022","225,00","217,96","225,00","217,77","1,15M","2,27%"
"28.12.2022","220,00","222,60","222,93","218,73","907,82K","-0,99%"
"27.12.2022","222,20","222,50","223,57","221,24","531,22K","1,46%"
"26.12.2022","219,00","218,60","221,09","218,50","161,35K","0,18%"
"23.12.2022","218,60","217,30","218,60","214,80","420,67K","-0,64%"
"22.12.2022","220,00","221,60","221,83","214,56","971,97K","-0,93%"
"21.12.2022","222,06","219,05","222,68","218,88","371,53K","1,45%"
"20.12.2022","218,88","222,63","222,86","217,20","541,33K","-1,68%"
"19.12.2022","222,63","225,34","225,82","221,50","325,27K","-0,98%"
"16.12.2022","224,84","225,05","226,16","222,12","493,23K","-1,34%"
"15.12.2022","227,90","230,55","232,40","226,25","601,42K","-2,06%"
"14.12.2022","232,69","235,61","237,65","231,30","942,47K","-0,54%"
"13.12.2022","233,95","233,28","238,71","231,56","862,19K","0,54%"
"12.12.2022","232,69","228,57","232,89","228,19","915,33K","2,30%"
"09.12.2022","227,45","230,00","230,39","227,23","716,48K","-0,24%"
"08.12.2022","228,00","226,86","228,00","225,56","879,47K","0,93%"
"07.12.2022","225,90","225,08","227,13","224,78","559,97K","-0,70%"
"06.12.2022","227,50","230,10","231,48","226,75","630,09K","-2,36%"
"05.12.2022","233,00","233,70","233,93","231,50","602,38K","-0,62%"
"02.12.2022","234,45","232,55","234,45","228,69","582,47K","0,41%"
"01.12.2022","233,50","234,03","234,56","231,52","546,55K","0,11%"
"30.11.2022","233,25","231,60","233,25","226,83","766,19K","1,41%"
"29.11.2022","230,00","232,11","232,79","228,85","951,71K","-2,00%"
"28.11.2022","234,70","236,42","237,26","233,55","891,69K","-2,21%"
"25.11.2022","240,00","237,00","240,50","236,40","697,81K","0,22%"
"24.11.2022","239,48","236,50","239,48","235,00","238,12K","0,73%"
"23.11.2022","237,75","237,14","238,90","236,57","855,18K","0,36%"
"22.11.2022","236,90","231,54","236,90","231,50","702,66K","2,38%"
"21.11.2022","231,40","230,29","232,79","230,18","722,73K","-1,53%"
"18.11.2022","235,00","233,60","235,20","231,02","835,52K","-0,13%"
"17.11.2022","235,30","235,48","237,18","232,92","738,19K","0,00%"
"16.11.2022","235,30","233,50","235,30","231,00","875,20K","1,31%"
"14.11.2022","232,25","231,79","234,48","229,80","1,38M","-0,93%"
"11.11.2022","234,42","233,75","234,75","229,41","1,04M","0,29%"
"10.11.2022","233,75","218,65","236,96","215,50","1,85M","8,72%"
"09.11.2022","215,00","217,25","217,72","213,47","804,62K","-1,04%"
"08.11.2022","217,25","218,11","218,69","214,76","568,17K","0,23%"
"07.11.2022","216,75","210,52","216,75","209,73","784,62K","3,29%"
"04.11.2022","209,85","208,94","209,96","205,39","1,14M","0,10%"
"03.11.2022","209,65","211,15","212,00","208,42","1,16M","-3,54%"
"01.11.2022","217,35","221,63","222,65","215,60","721,52K","-1,31%"
"31.10.2022","220,24","227,35","227,55","219,28","1,18M","-2,94%"
"28.10.2022","226,90","223,34","228,47","222,49","994,03K","1,79%"
"27.10.2022","222,90","225,00","226,19","221,05","1,36M","-1,68%"
"26.10.2022","226,70","223,64","226,99","223,31","1,23M","0,44%"
"25.10.2022","225,70","222,58","225,98","222,01","1,61M","1,87%"
"24.10.2022","221,55","217,65","221,55","216,27","1,54M","4,01%"
"21.10.2022","213,00","210,44","213,00","209,01","1,36M","1,43%"
"20.10.2022","210,00","212,47","213,65","209,14","871,63K","-2,05%"
"19.10.2022","214,40","214,43","215,48","212,84","947,29K","-0,51%"
"18.10.2022","215,50","216,96","217,47","213,22","755,69K","0,63%"
"17.10.2022","214,15","211,02","214,48","210,70","1,06M","2,02%"
"14.10.2022","209,90","213,71","214,85","209,30","881,08K","-1,46%"
"13.10.2022","213,00","206,42","213,17","204,75","886,48K","2,11%"
"11.10.2022","208,60","205,30","208,80","204,11","854,60K","1,11%"
"10.10.2022","206,30","208,10","208,56","205,04","588,46K","-1,15%"
"07.10.2022","208,70","212,97","212,97","207,64","717,24K","-2,82%"
"06.10.2022","214,75","215,21","216,39","213,60","610,18K","-0,35%"
"05.10.2022","215,50","213,69","216,15","213,23","485,21K","0,05%"
"04.10.2022","215,40","210,34","215,40","210,09","1,42M","2,99%"
"03.10.2022","209,14","208,99","210,12","206,62","1,46M","-2,04%"
"30.09.2022","213,50","215,98","217,79","212,08","524,94K","-1,15%"
"29.09.2022","215,98","216,72","218,01","213,74","523,16K","-1,38%"
"28.09.2022","219,00","215,55","219,16","213,80","710,91K","1,60%"
"27.09.2022","215,55","215,95","217,70","213,34","716,97K","-0,37%"
"26.09.2022","216,35","215,00","217,60","214,90","341,07K","1,22%"
"23.09.2022","213,75","212,48","213,75","210,46","741,47K","0,87%"
"22.09.2022","211,90","214,85","215,70","211,42","660,11K","-1,60%"
"21.09.2022","215,35","218,85","220,98","215,35","827,32K","-1,33%"
"20.09.2022","218,25","221,01","221,08","216,71","412,22K","-1,36%"
"19.09.2022","221,25","223,33","223,90","218,65","425,42K","-1,34%"
"16.09.2022","224,25","223,44","224,25","222,74","224,96K","-0,33%"
"15.09.2022","225,00","224,76","226,40","223,79","443,36K","0,11%"
"14.09.2022","224,75","223,70","225,00","222,40","605,32K","0,11%"
"13.09.2022","224,50","229,30","229,80","223,64","417,67K","-2,60%"
"12.09.2022","230,50","229,91","231,90","228,93","361,81K","0,13%"
"09.09.2022","230,20","229,50","230,43","228,92","230,67K","0,31%"
"08.09.2022","229,50","226,55","229,69","225,20","382,04K","2,00%"
"06.09.2022","225,00","225,23","226,08","222,81","301,86K","0,90%"
"05.09.2022","223,00","223,55","224,50","221,51","122,75K","-0,25%"
"02.09.2022","223,55","227,61","228,77","222,32","523,97K","-2,10%"
"01.09.2022","228,35","223,50","228,35","222,30","453,09K","1,04%"
"31.08.2022","226,00","226,56","227,97","224,90","327,70K","0,96%"
"30.08.2022","223,85","223,53","224,68","220,67","260,13K","0,38%"
"29.08.2022","223,00","223,30","224,98","222,07","388,02K","-1,33%"
"26.08.2022","226,00","234,48","234,80","226,00","430,99K","-4,04%"
"25.08.2022","235,51","234,10","235,60","233,04","190,37K","1,21%"
"24.08.2022","232,70","231,69","232,77","230,82","348,98K","0,56%"
"23.08.2022","231,41","233,50","233,98","230,02","371,04K","-1,57%"
"22.08.2022","235,10","236,98","237,74","233,50","228,74K","-2,10%"
"19.08.2022","240,15","241,60","242,90","239,50","257,71K","-1,38%"
"18.08.2022","243,50","241,82","243,98","241,79","277,45K","0,39%"
"17.08.2022","242,55","243,20","243,69","240,79","296,41K","-0,26%"
"16.08.2022","243,19","240,18","243,62","240,18","251,90K","0,91%"
"15.08.2022","241,00","238,34","241,00","237,01","263,23K","1,12%"
"12.08.2022","238,34","237,53","238,34","236,16","362,85K","-0,19%"
"11.08.2022","238,79","235,83","239,18","235,28","361,44K","1,66%"
"10.08.2022","234,89","232,40","235,00","231,21","452,07K","1,00%"
"09.08.2022","232,57","230,93","232,90","230,51","251,28K","0,16%"
"08.08.2022","232,19","233,78","235,17","231,22","428,49K","-1,20%"
"05.08.2022","235,00","236,42","238,06","233,54","312,36K","-1,14%"
"04.08.2022","237,70","239,55","239,55","236,24","323,23K","-1,18%"
"03.08.2022","240,55","237,40","240,93","237,39","452,45K","1,50%"
"02.08.2022","237,00","233,40","237,75","232,86","425,57K","1,30%"
"01.08.2022","233,95","233,09","234,50","232,50","284,26K","-0,23%"
"29.07.2022","234,50","232,04","234,96","231,85","387,55K","1,60%"
"28.07.2022","230,80","229,42","233,57","227,55","385,97K","-0,37%"
"27.07.2022","231,65","230,52","232,81","229,06","477,54K","0,50%"
"26.07.2022","230,50","232,51","233,05","229,30","348,83K","-1,39%"
"25.07.2022","233,75","236,87","236,87","232,07","262,47K","-2,13%"
"22.07.2022","238,84","238,98","239,23","236,42","292,45K","-0,54%"
"21.07.2022","240,13","236,43","240,30","236,08","460,98K","1,26%"
"20.07.2022","237,15","233,00","237,48","232,06","697,33K","1,39%"
"19.07.2022","233,90","228,23","233,90","227,85","363,26K","2,36%"
"18.07.2022","228,50","228,85","229,59","227,02","302,67K","-0,15%"
"15.07.2022","228,85","227,32","229,07","226,27","289,84K","1,37%"
"14.07.2022","225,75","224,31","225,90","221,71","701,58K","0,23%"
"13.07.2022","225,24","224,99","225,94","222,89","211,80K","-1,15%"
"12.07.2022","227,85","226,88","229,72","226,51","374,27K","0,37%"
"11.07.2022","227,00","226,50","227,59","225,22","337,90K","0,80%"
"08.07.2022","225,20","226,51","227,06","224,88","239,61K","-1,47%"
"07.07.2022","228,55","228,54","228,80","226,75","243,47K","0,17%"
"06.07.2022","228,16","226,54","229,39","226,05","330,18K","0,73%"
"05.07.2022","226,50","222,38","226,50","221,01","358,44K","1,57%"
"04.07.2022","222,99","223,10","224,00","221,00","122,82K","-1,77%"
"01.07.2022","227,00","219,41","227,00","217,58","697,73K","4,75%"
"30.06.2022","216,70","216,43","217,49","214,51","551,98K","-0,37%"
"29.06.2022","217,50","218,31","219,61","215,75","435,06K","-1,36%"
"28.06.2022","220,50","222,80","224,86","215,45","836,44K","-1,43%"
"27.06.2022","223,70","225,50","226,49","222,50","786,98K","-0,80%"
"24.06.2022","225,50","218,74","225,50","218,60","919,47K","3,61%"
"23.06.2022","217,65","213,60","217,65","213,24","563,24K","1,92%"
"22.06.2022","213,55","208,99","213,99","208,75","442,22K","0,49%"
"21.06.2022","212,50","211,02","212,95","210,66","425,33K","0,71%"
"20.06.2022","211,00","208,30","211,00","206,00","162,47K","1,69%"
"17.06.2022","207,50","206,14","207,93","204,54","530,68K","-0,72%"
"15.06.2022","209,00","211,30","212,21","208,24","497,00K","-0,36%"
"14.06.2022","209,75","210,19","211,43","208,42","335,07K","-0,12%"
"13.06.2022","210,00","210,22","212,32","209,50","631,73K","-1,29%"
"10.06.2022","212,75","214,51","215,70","212,75","563,51K","-2,41%"
"09.06.2022","218,00","219,80","220,70","216,58","334,00K","-1,31%"
"08.06.2022","220,90","221,48","221,99","219,52","262,07K","-0,50%"
"07.06.2022","222,00","217,50","222,64","217,50","355,67K","2,42%"
"06.06.2022","216,75","216,68","218,71","215,74","290,68K","0,65%"
"03.06.2022","215,35","217,24","217,77","214,65","249,34K","-1,82%"
"02.06.2022","219,35","215,28","219,35","214,05","302,38K","1,43%"
"01.06.2022","216,25","214,64","216,93","214,00","423,65K","0,82%"
"31.05.2022","214,50","214,37","216,56","211,50","362,03K","-0,87%"
"30.05.2022","216,39","215,56","217,00","215,02","181,01K","0,18%"
"27.05.2022","216,00","212,70","216,00","212,55","376,95K","2,01%"
"26.05.2022","211,75","210,82","212,79","210,37","254,25K","0,74%"
"25.05.2022","210,20","207,93","210,39","207,80","430,73K","0,12%"
"24.05.2022","209,95","206,00","209,95","203,48","598,13K","0,12%"
"23.05.2022","209,69","207,48","209,69","205,29","355,91K","0,38%"
"20.05.2022","208,89","211,29","211,96","203,03","586,69K","-1,00%"
"19.05.2022","211,00","209,59","211,26","208,16","602,39K","-1,40%"
"18.05.2022","214,00","218,90","219,89","213,50","642,58K","-3,54%"
"17.05.2022","221,86","221,34","221,86","219,08","271,69K","-0,04%"
"16.05.2022","221,94","222,86","224,08","220,20","236,58K","-0,14%"
"13.05.2022","222,25","222,81","224,36","220,09","287,61K","0,74%"
"12.05.2022","220,62","220,90","221,75","216,56","630,77K","-0,51%"
"11.05.2022","221,75","223,97","226,08","221,05","661,64K","-1,22%"
"10.05.2022","224,50","226,90","227,57","223,01","512,77K","-0,22%"
"09.05.2022","225,00","227,00","228,43","224,00","526,00K","-1,81%"
"06.05.2022","229,15","228,51","229,59","226,35","482,41K","0,50%"
"05.05.2022","228,00","231,05","231,97","225,37","852,66K","-1,30%"
"04.05.2022","231,00","229,10","231,00","226,47","293,82K","1,87%"
"03.05.2022","226,75","229,16","229,57","225,55","231,81K","-1,50%"
"02.05.2022","230,20","225,00","230,20","224,61","501,81K","2,72%"
"29.04.2022","224,10","227,62","228,89","224,10","374,03K","-3,41%"
"28.04.2022","232,00","230,98","233,44","229,63","227,12K","2,20%"
"27.04.2022","227,00","228,99","231,43","226,78","358,06K","-0,18%"
"26.04.2022","227,40","230,31","231,23","227,40","254,39K","-0,47%"
"25.04.2022","228,47","223,65","228,94","223,60","241,04K","2,00%"
"22.04.2022","224,00","225,45","226,50","224,00","343,07K","-0,67%"
"20.04.2022","225,50","228,17","228,41","224,49","335,15K","-0,73%"
"19.04.2022","227,15","223,47","228,00","223,15","398,42K","1,63%"
"18.04.2022","223,51","224,33","225,10","222,10","219,86K","-0,75%"
"14.04.2022","225,20","228,85","229,86","225,20","162,72K","-0,97%"
"13.04.2022","227,40","223,83","228,05","223,83","427,62K","1,29%"
"12.04.2022","224,50","225,60","227,48","223,41","366,03K","-0,71%"
"11.04.2022","226,10","228,56","229,57","225,90","295,92K","-2,13%"
"08.04.2022","231,03","232,99","234,50","230,80","168,66K","-0,85%"
"07.04.2022","233,00","231,00","233,99","230,92","242,57K","0,65%"
"06.04.2022","231,50","229,90","232,19","228,73","892,06K","0,43%"
"05.04.2022","230,50","230,60","232,78","229,58","347,04K","-0,16%"
"04.04.2022","230,88","230,78","230,98","228,40","295,04K","-0,48%"
"01.04.2022","231,99","234,25","235,59","230,45","433,35K","-1,55%"
"31.03.2022","235,65","239,49","240,06","235,65","399,55K","-2,04%"
"30.03.2022","240,56","238,90","241,02","238,57","159,28K","-0,04%"
"29.03.2022","240,65","239,50","240,93","237,09","321,33K","0,99%"
"28.03.2022","238,30","236,36","239,17","236,14","239,08K","1,21%"
"25.03.2022","235,45","236,50","237,43","233,73","206,73K","-0,86%"
"24.03.2022","237,50","235,92","237,98","232,44","249,15K","0,72%"
"23.03.2022","235,80","240,50","240,91","235,80","384,04K","-2,82%"
"22.03.2022","242,65","240,38","244,02","239,40","350,88K","0,54%"
"21.03.2022","241,35","243,69","244,41","239,50","538,32K","-1,29%"
"18.03.2022","244,50","242,53","244,51","241,54","319,45K","0,78%"
"17.03.2022","242,60","241,38","243,86","240,30","251,58K","-0,16%"
"16.03.2022","243,00","241,92","243,00","238,76","329,85K","1,19%"
"15.03.2022","240,15","234,10","240,66","234,10","365,13K","2,45%"
"14.03.2022","234,40","232,50","235,00","231,81","362,14K","0,45%"
"11.03.2022","233,35","234,83","235,37","232,99","367,08K","-0,02%"
"10.03.2022","233,40","232,93","234,50","231,71","358,57K","-0,26%"
"09.03.2022","234,00","233,00","234,85","231,04","361,58K","1,56%"
"08.03.2022","230,40","233,90","235,68","230,40","521,16K","-1,54%"
"07.03.2022","234,00","237,04","238,14","233,54","425,26K","-2,13%"
"04.03.2022","239,10","239,08","240,62","237,64","357,33K","-0,13%"
"03.03.2022","239,40","243,14","243,55","238,12","572,94K","-1,72%"
"02.03.2022","243,60","245,60","248,18","243,60","937,52K","-0,77%"
"25.02.2022","245,50","239,32","246,95","239,32","551,25K","3,15%"
"24.02.2022","238,00","228,13","240,48","227,42","1,16M","2,59%"
"23.02.2022","232,00","237,39","237,48","230,45","365,40K","-1,86%"
"22.02.2022","236,40","240,61","240,93","235,81","531,43K","-0,46%"
"21.02.2022","237,50","242,30","242,62","237,15","268,43K","-2,42%"
"18.02.2022","243,40","246,89","247,12","241,91","401,18K","-1,34%"
"17.02.2022","246,71","249,65","250,20","246,63","369,82K","-1,21%"
"16.02.2022","249,74","251,40","251,77","248,42","331,04K","-0,66%"
"15.02.2022","251,40","253,43","253,56","250,31","327,85K","0,56%"
"14.02.2022","250,00","251,50","251,68","248,61","450,97K","-1,19%"
"11.02.2022","253,00","255,00","256,75","251,80","768,02K","-1,94%"
"10.02.2022","258,00","261,80","261,80","256,43","826,82K","-1,53%"
"09.02.2022","262,00","261,01","263,49","260,04","488,59K","0,77%"
"08.02.2022","260,00","257,76","260,00","256,60","556,23K","0,85%"
"07.02.2022","257,80","260,20","261,07","256,50","431,85K","-0,92%"
"04.02.2022","260,20","258,99","262,52","258,12","1,67M","-0,12%"
"03.02.2022","260,50","262,47","263,23","257,55","207,22K","-0,57%"
"02.02.2022","262,00","263,17","264,79","262,00","312,48K","0,77%"
"01.02.2022","260,01","259,51","261,49","258,51","422,62K","-0,15%"
"31.01.2022","260,40","259,05","260,96","256,76","651,18K","0,52%"
"28.01.2022","259,05","252,90","259,29","252,20","365,37K","1,97%"
"27.01.2022","254,05","256,10","261,00","254,05","325,65K","-0,99%"
"26.01.2022","256,60","261,43","263,81","254,50","673,10K","-0,85%"
"25.01.2022","258,80","261,60","261,66","256,84","839,22K","-1,33%"
"24.01.2022","262,30","260,80","264,71","254,18","1,33M","0,50%"
"21.01.2022","261,00","265,00","265,68","261,00","672,12K","-1,62%"
"20.01.2022","265,30","270,09","271,48","265,30","556,41K","-1,67%"
"19.01.2022","269,80","275,60","277,90","269,70","932,68K","-2,93%"
"18.01.2022","277,94","278,50","278,50","274,70","590,62K","-1,09%"
"17.01.2022","281,00","280,75","281,00","277,47","253,12K","0,25%"
"14.01.2022","280,30","280,36","281,32","278,70","275,64K","-0,60%"
"13.01.2022","282,00","285,74","286,18","280,26","235,43K","-1,16%"
"12.01.2022","285,32","286,90","288,28","284,13","156,81K","-0,55%"
"11.01.2022","286,90","288,14","289,40","283,93","361,48K","-0,38%"
"10.01.2022","288,00","286,72","288,10","284,00","258,50K","0,02%"
"07.01.2022","287,95","292,00","292,39","287,02","269,40K","-1,15%"
"06.01.2022","291,30","292,00","293,60","290,96","228,66K","-0,78%"
"05.01.2022","293,60","296,25","297,00","293,21","334,08K","-0,99%"
"04.01.2022","296,55","298,02","299,50","295,43","288,96K","-0,15%"
"03.01.2022","297,00","292,50","297,00","292,40","527,57K","1,17%"
"30.12.2021","293,56","295,00","295,71","290,55","316,80K","-1,41%"
"29.12.2021","297,75","294,35","298,28","294,27","382,14K","1,27%"
"28.12.2021","294,03","295,97","296,18","293,20","149,86K","-0,18%"
"27.12.2021","294,56","293,38","294,56","291,29","468,40K","0,67%"
"23.12.2021","292,59","290,22","294,39","289,90","258,31K","0,82%"
"22.12.2021","290,22","289,45","291,42","288,03","339,11K","-0,37%"
"21.12.2021","291,30","287,05","291,30","286,54","347,15K","1,77%"
"20.12.2021","286,23","283,49","286,23","282,20","248,73K","-0,18%"
"17.12.2021","286,74","288,54","288,59","285,00","371,21K","-1,24%"
"16.12.2021","290,35","292,00","294,97","287,78","496,08K","-0,18%"
"15.12.2021","290,88","287,74","291,98","286,72","391,72K","1,47%"
"14.12.2021","286,67","287,30","287,80","284,14","221,65K","-0,46%"
"13.12.2021","288,00","288,50","289,63","287,05","247,45K","0,27%"
"10.12.2021","287,22","284,22","288,71","284,22","928,32K","1,45%"
"09.12.2021","283,12","283,60","286,20","282,11","228,51K","-0,31%"
"08.12.2021","284,00","287,65","287,96","282,03","333,67K","-1,08%"
"07.12.2021","287,09","285,41","288,87","285,00","212,50K","1,08%"
"06.12.2021","284,02","281,85","286,12","279,00","579,26K","1,76%"
"03.12.2021","279,10","281,12","282,17","277,77","597,68K","-0,68%"
"02.12.2021","281,00","278,99","282,80","276,67","1,09M","0,72%"
"01.12.2021","279,00","282,31","285,24","279,00","299,11K","-0,55%"
"30.11.2021","280,55","282,50","283,72","279,75","479,84K","-1,21%"
"29.11.2021","284,00","282,28","285,70","282,28","322,60K","1,74%"
"26.11.2021","279,15","282,55","283,00","278,16","781,71K","-2,22%"
"25.11.2021","285,50","286,25","286,97","284,82","129,30K","-0,25%"
"24.11.2021","286,21","285,44","286,89","284,33","151,53K","0,27%"
"23.11.2021","285,45","285,82","288,45","284,57","344,22K","-0,08%"
"22.11.2021","285,69","286,41","289,31","285,61","246,89K","-0,25%"
"19.11.2021","286,41","284,67","287,87","282,74","242,43K","0,61%"
"18.11.2021","284,68","283,00","285,70","282,00","157,37K","0,61%"
"17.11.2021","282,96","280,00","282,96","279,74","227,81K","0,69%"
"16.11.2021","281,01","277,02","282,26","277,02","296,95K","1,04%"
